No	Protein	Protein	Class
6600	CG11069	CG13027	2
6601	CG11069	CG13842	2
6602	CG1106	CG10089	2
6603	CG1106	CG12753	2
6604	CG1106	CG2444	2
6605	CG1106	CG7397	2
6606	CG11073	CG10748	2
6607	CG11073	CG4725	2
6608	CG11073	CG4849	2
6609	CG11089	CG1599	2
6610	CG11089	CG32255	2
6611	CG11089	CG4471	2
6612	CG11091	CG15048	2
6613	CG11095	CG12341	2
6614	CG11098	CG8961	2
6615	CG11111	CG1517	2
6616	CG11111	CG3777	2
6617	CG11111	CG9249	2
6618	CG11123	CG32394	2
6619	CG11130	CG33150	2
6620	CG11130	CG6984	2
6621	CG11137	CG11041	2
6622	CG11137	CG14574	2
6623	CG11137	CG31179	2
6624	CG11137	CG32854	2
6625	CG11137	CG5964	2
6626	CG11137	CG6008	2
6627	CG11137	CG6984	2
6628	CG11137	CG7499	2
6629	CG11141	CG15701	2
6630	CG11143	CG1882	2
6631	CG11143	CG4953	2
6632	CG11143	CG8034	2
6633	CG11153	CG11342	2
6634	CG11153	CG12343	2
6635	CG11153	CG13438	2
6636	CG11153	CG31077	2
6637	CG11160	CG17623	2
6638	CG11160	CG1859	2
6639	CG11160	CG30496	2
6640	CG11160	CG32250	2
6641	CG11169	CG3240	2
6642	CG11169	CG6124	2
6643	CG11169	CG8664	2
6644	CG11175	CG11781	2
6645	CG11175	CG14493	2
6646	CG11175	CG33342	2
6647	CG11191	CG32474	2
6648	CG11203	CG16849	2
6649	CG11203	CG30377	2
6650	CG11211	CG30465	2
6651	CG11226	CG13648	2
6652	CG11226	CG3955	2
6653	CG11226	CG4542	2
6654	CG11226	CG9997	2
6655	CG11229	CG4908	2
6656	CG11231	CG12090	2
6657	CG11231	CG14497	2
6658	CG11231	CG31484	2
6659	CG11235	CG31628	2
6660	CG11236	CG2974	2
6661	CG11236	CG4382	2
6662	CG11237	CG32506	2
6663	CG11241	CG2928	2
6664	CG11245	CG12439	2
6665	CG11245	CG32239	2
6666	CG11245	CG9030	2
6667	CG11251	CG6711	2
6668	CG11257	CG3707	2
6669	CG11257	CG5217	2
6670	CG11258	CG10165	2
6671	CG11258	CG12650	2
6672	CG11258	CG13101	2
6673	CG11258	CG31285	2
6674	CG11258	CG33322	2
6675	CG11258	CG33494	2
6676	CG11261	CG2906	2
6677	CG11261	CG30340	2
6678	CG11263	CG8960	2
6679	CG11278	CG12859	2
6680	CG11278	CG13444	2
6681	CG11278	CG31415	2
6682	CG11278	CG5385	2
6683	CG11290	CG10898	2
6684	CG11290	CG17274	2
6685	CG11290	CG31824	2
6686	CG11297	CG10013	2
6687	CG11303	CG10936	2
6688	CG11303	CG14721	2
6689	CG11303	CG31840	2
6690	CG11307	CG18473	2
6691	CG11307	CG31507	2
6692	CG11307	CG32937	2
6693	CG11307	CG7623	2
6694	CG11317	CG6216	2
6695	CG11329	CG17681	2
6696	CG11329	CG4658	2
6697	CG11330	CG9222	2
6698	CG11342	CG9731	2
6699	CG11353	CG5805	2
6700	CG11353	CG6108	2
6701	CG11356	CG11900	2
6702	CG11356	CG14109	2
6703	CG11356	CG15598	2
6704	CG11356	CG18729	2
6705	CG11360	CG18765	2
6706	CG11360	CG8516	2
6707	CG11360	CG9132	2
6708	CG11367	CG17962	2
6709	CG11367	CG31019	2
6710	CG11367	CG31860	2
6711	CG11370	CG4043	2
6712	CG11370	CG8272	2
6713	CG11373	CG14100	2
6714	CG11374	CG17885	2
6715	CG11374	CG3707	2
6716	CG11374	CG6965	2
6717	CG11377	CG14892	2
6718	CG11384	CG32433	2
6719	CG11384	CG4372	2
6720	CG11384	CG7084	2
6721	CG11388	CG1146	2
6722	CG11388	CG12149	2
6723	CG11388	CG13036	2
6724	CG11411	CG31662	2
6725	CG11411	CG32111	2
6726	CG11415	CG1147	2
6727	CG11415	CG31178	2
6728	CG11415	CG5872	2
6729	CG11421	CG15111	2
6730	CG11462	CG12644	2
6731	CG11462	CG31522	2
6732	CG1146	CG6091	2
6733	CG1146	CG9590	2
6734	CG11471	CG12253	2
6735	CG11471	CG6180	2
6736	CG11471	CG8194	2
6737	CG1147	CG12176	2
6738	CG1150	CG11822	2
6739	CG1150	CG32268	2
6740	CG1150	CG8712	2
6741	CG11538	CG13018	2
6742	CG11538	CG30069	2
6743	CG11538	CG8486	2
6744	CG11556	CG15882	2
6745	CG11556	CG33502	2
6746	CG11563	CG13393	2
6747	CG11563	CG31279	2
6748	CG11575	CG31155	2
6749	CG11575	CG7189	2
6750	CG11584	CG15461	2
6751	CG11592	CG13828	2
6752	CG11620	CG4558	2
6753	CG11620	CG9236	2
6754	CG1162	CG12467	2
6755	CG1162	CG6437	2
6756	CG11655	CG14360	2
6757	CG11655	CG15329	2
6758	CG11655	CG16940	2
6759	CG11664	CG14007	2
6760	CG11671	CG3748	2
6761	CG11671	CG6500	2
6762	CG11671	CG8285	2
6763	CG11692	CG6936	2
6764	CG1171	CG31861	2
6765	CG1172	CG4207	2
6766	CG11737	CG31171	2
6767	CG11737	CG31315	2
6768	CG11742	CG32846	2
6769	CG11748	CG13253	2
6770	CG11748	CG17669	2
6771	CG11748	CG5688	2
6772	CG11752	CG17065	2
6773	CG11752	CG2879	2
6774	CG11757	CG11655	2
6775	CG11757	CG12611	2
6776	CG11757	CG1863	2
6777	CG11757	CG30096	2
6778	CG11757	CG33342	2
6779	CG11757	CG3803	2
6780	CG11779	CG31423	2
6781	CG11781	CG10816	2
6782	CG11781	CG3592	2
6783	CG11781	CG5465	2
6784	CG11781	CG7295	2
6785	CG11816	CG10184	2
6786	CG11822	CG32050	2
6787	CG11828	CG1957	2
6788	CG11838	CG10165	2
6789	CG11838	CG17047	2
6790	CG11838	CG17932	2
6791	CG11838	CG31043	2
6792	CG11851	CG13606	2
6793	CG11851	CG31554	2
6794	CG11857	CG10803	2
6795	CG11859	CG14400	2
6796	CG11859	CG4816	2
6797	CG11872	CG12320	2
6798	CG11877	CG17242	2
6799	CG11886	CG32848	2
6800	CG11895	CG31825	2
6801	CG11895	CG4481	2
6802	CG11900	CG11261	2
6803	CG11900	CG13648	2
6804	CG11900	CG31284	2
6805	CG11908	CG5205	2
6806	CG11913	CG11226	2
6807	CG11913	CG30120	2
6808	CG11913	CG31551	2
6809	CG11926	CG6556	2
6810	CG11927	CG33478	2
6811	CG11927	CG6812	2
6812	CG11927	CG8398	2
6813	CG11937	CG14365	2
6814	CG11937	CG31200	2
6815	CG11937	CG4658	2
6816	CG11943	CG30282	2
6817	CG11967	CG6914	2
6818	CG11977	CG31068	2
6819	CG11977	CG32805	2
6820	CG11977	CG32982	2
6821	CG11977	CG6761	2
6822	CG11979	CG17333	2
6823	CG11979	CG6303	2
6824	CG11979	CG6729	2
6825	CG11980	CG12031	2
6826	CG11980	CG6729	2
6827	CG11983	CG12303	2
6828	CG11983	CG31803	2
6829	CG11986	CG33305	2
6830	CG11992	CG14340	2
6831	CG11992	CG6019	2
6832	CG11994	CG6417	2
6833	CG11997	CG1575	2
6834	CG11997	CG32714	2
6835	CG12005	CG3593	2
6836	CG12005	CG9940	2
6837	CG12014	CG11059	2
6838	CG12014	CG3354	2
6839	CG12024	CG33232	2
6840	CG12024	CG8072	2
6841	CG12026	CG12836	2
6842	CG12028	CG11043	2
6843	CG12028	CG31900	2
6844	CG12028	CG5247	2
6845	CG12031	CG31698	2
6846	CG12031	CG32458	2
6847	CG12035	CG13207	2
6848	CG12035	CG31841	2
6849	CG12035	CG7718	2
6850	CG12038	CG31001	2
6851	CG12038	CG5451	2
6852	CG12038	CG6971	2
6853	CG12038	CG9590	2
6854	CG12042	CG32536	2
6855	CG12042	CG6752	2
6856	CG12042	CG7213	2
6857	CG12042	CG8712	2
6858	CG12050	CG1265	2
6859	CG12050	CG15348	2
6860	CG12050	CG32022	2
6861	CG12077	CG14181	2
6862	CG12078	CG14248	2
6863	CG12078	CG16993	2
6864	CG12090	CG30484	2
6865	CG12090	CG32458	2
6866	CG12090	CG8002	2
6867	CG12104	CG12630	2
6868	CG12104	CG17716	2
6869	CG12104	CG18389	2
6870	CG12104	CG33098	2
6871	CG12105	CG11671	2
6872	CG12110	CG30296	2
6873	CG12110	CG6479	2
6874	CG12112	CG1093	2
6875	CG12112	CG13566	2
6876	CG12112	CG14964	2
6877	CG12118	CG31718	2
6878	CG12118	CG6698	2
6879	CG12120	CG1409	2
6880	CG12120	CG33494	2
6881	CG12123	CG15030	2
6882	CG12123	CG4269	2
6883	CG12127	CG31867	2
6884	CG12127	CG9710	2
6885	CG12147	CG9849	2
6886	CG12149	CG17648	2
6887	CG12158	CG18389	2
6888	CG12158	CG4815	2
6889	CG12176	CG10898	2
6890	CG12176	CG5988	2
6891	CG12177	CG11278	2
6892	CG12189	CG4891	2
6893	CG12209	CG12444	2
6894	CG12209	CG4986	2
6895	CG1221	CG13345	2
6896	CG1221	CG6650	2
6897	CG1221	CG9615	2
6898	CG12230	CG16798	2
6899	CG12230	CG32228	2
6900	CG12232	CG1338	2
6901	CG12232	CG14500	2
6902	CG12239	CG4098	2
6903	CG12250	CG1558	2
6904	CG12250	CG8664	2
6905	CG12251	CG30130	2
6906	CG12251	CG32239	2
6907	CG12253	CG14980	2
6908	CG12253	CG18490	2
6909	CG12263	CG15386	2
6910	CG12263	CG30432	2
6911	CG12264	CG11261	2
6912	CG12264	CG13532	2
6913	CG12267	CG16741	2
6914	CG12267	CG3423	2
6915	CG12269	CG30023	2
6916	CG12269	CG6672	2
6917	CG12275	CG11992	2
6918	CG12278	CG11462	2
6919	CG12278	CG31083	2
6920	CG12290	CG5521	2
6921	CG12303	CG11000	2
6922	CG12303	CG5217	2
6923	CG12303	CG7584	2
6924	CG12307	CG30390	2
6925	CG12307	CG8072	2
6926	CG12314	CG14363	2
6927	CG12314	CG5541	2
6928	CG12320	CG12678	2
6929	CG12320	CG32194	2
6930	CG12320	CG32355	2
6931	CG12320	CG6791	2
6932	CG1232	CG15027	2
6933	CG1232	CG32721	2
6934	CG1232	CG7882	2
6935	CG12341	CG31030	2
6936	CG12341	CG5381	2
6937	CG12343	CG18437	2
6938	CG12347	CG30188	2
6939	CG12358	CG18402	2
6940	CG12358	CG32754	2
6941	CG12367	CG11348	2
6942	CG12367	CG13027	2
6943	CG12384	CG32591	2
6944	CG12384	CG7620	2
6945	CG1241	CG17508	2
6946	CG12436	CG13028	2
6947	CG12436	CG1935	2
6948	CG12436	CG3328	2
6949	CG12439	CG11137	2
6950	CG12439	CG32474	2
6951	CG12439	CG33206	2
6952	CG12443	CG3478	2
6953	CG12444	CG30128	2
6954	CG12444	CG5336	2
6955	CG12455	CG14624	2
6956	CG12455	CG2444	2
6957	CG12455	CG3973	2
6958	CG12455	CG8891	2
6959	CG12455	CG9904	2
6960	CG12462	CG13481	2
6961	CG12462	CG17611	2
6962	CG12462	CG7550	2
6963	CG12464	CG7852	2
6964	CG12467	CG11671	2
6965	CG12480	CG30336	2
6966	CG12483	CG17180	2
6967	CG12507	CG10667	2
6968	CG12507	CG30325	2
6969	CG12507	CG31499	2
6970	CG12525	CG3706	2
6971	CG12525	CG5627	2
6972	CG12535	CG7896	2
6973	CG12538	CG14330	2
6974	CG12538	CG31551	2
6975	CG12551	CG15734	2
6976	CG12551	CG30332	2
6977	CG12551	CG5727	2
6978	CG12590	CG11781	2
6979	CG12590	CG12948	2
6980	CG12590	CG18009	2
6981	CG12600	CG5237	2
6982	CG12600	CG7452	2
6983	CG12600	CG9397	2
6984	CG12611	CG15627	2
6985	CG12611	CG31622	2
6986	CG12611	CG8270	2
6987	CG12612	CG11895	2
6988	CG12612	CG2837	2
6989	CG12612	CG3026	2
6990	CG12612	CG9940	2
6991	CG12617	CG13550	2
6992	CG12617	CG13807	2
6993	CG12617	CG31498	2
6994	CG12617	CG6308	2
6995	CG12622	CG10011	2
6996	CG12622	CG18103	2
6997	CG12622	CG3775	2
6998	CG12625	CG31710	2
6999	CG12625	CG4740	2
7000	CG12625	CG9887	2
7001	CG12626	CG13532	2
7002	CG12630	CG31702	2
7003	CG12630	CG4647	2
7004	CG12630	CG7306	2
7005	CG12636	CG4495	2
7006	CG12643	CG5805	2
7007	CG12643	CG7557	2
7008	CG12643	CG8564	2
7009	CG12644	CG33303	2
7010	CG12650	CG7830	2
7011	CG1265	CG1421	2
7012	CG12662	CG7058	2
7013	CG12665	CG13306	2
7014	CG12667	CG1245	2
7015	CG12667	CG14060	2
7016	CG12667	CG30269	2
7017	CG12667	CG5729	2
7018	CG12667	CG9780	2
7019	CG12677	CG13540	2
7020	CG12677	CG18669	2
7021	CG12685	CG10803	2
7022	CG12685	CG3362	2
7023	CG12685	CG3495	2
7024	CG12688	CG31519	2
7025	CG12690	CG1148	2
7026	CG12690	CG31785	2
7027	CG12690	CG3223	2
7028	CG12691	CG8026	2
7029	CG12693	CG10936	2
7030	CG12693	CG15066	2
7031	CG12693	CG7189	2
7032	CG12697	CG15133	2
7033	CG12697	CG9592	2
7034	CG12699	CG4471	2
7035	CG12702	CG13364	2
7036	CG12702	CG13825	2
7037	CG12702	CG31841	2
7038	CG12710	CG10847	2
7039	CG12710	CG13856	2
7040	CG12710	CG32855	2
7041	CG12714	CG18223	2
7042	CG12714	CG3947	2
7043	CG12732	CG31287	2
7044	CG12734	CG13003	2
7045	CG12734	CG17565	2
7046	CG12734	CG31749	2
7047	CG12737	CG5493	2
7048	CG12752	CG14013	2
7049	CG12752	CG14137	2
7050	CG12752	CG15628	2
7051	CG12752	CG6064	2
7052	CG12753	CG11209	2
7053	CG12753	CG13231	2
7054	CG12753	CG8858	2
7055	CG12765	CG6015	2
7056	CG12765	CG8960	2
7057	CG12783	CG11000	2
7058	CG12783	CG13353	2
7059	CG12783	CG5497	2
7060	CG12783	CG9613	2
7061	CG12785	CG14774	2
7062	CG12785	CG6812	2
7063	CG12792	CG32099	2
7064	CG12795	CG13518	2
7065	CG12795	CG1505	2
7066	CG12795	CG31244	2
7067	CG12795	CG33173	2
7068	CG12795	CG5247	2
7069	CG12802	CG32239	2
7070	CG12809	CG6303	2
7071	CG12809	CG6579	2
7072	CG12820	CG4495	2
7073	CG12820	CG5849	2
7074	CG12822	CG6791	2
7075	CG12826	CG10018	2
7076	CG12826	CG30501	2
7077	CG12826	CG8509	2
7078	CG12831	CG32050	2
7079	CG12831	CG3362	2
7080	CG12831	CG4174	2
7081	CG12831	CG4606	2
7082	CG12832	CG13359	2
7083	CG12832	CG5006	2
7084	CG12832	CG7887	2
7085	CG12832	CG8348	2
7086	CG12836	CG14148	2
7087	CG12844	CG2702	2
7088	CG12848	CG1572	2
7089	CG12848	CG15905	2
7090	CG12848	CG32701	2
7091	CG12848	CG8647	2
7092	CG12851	CG1106	2
7093	CG12856	CG6210	2
7094	CG12859	CG10011	2
7095	CG12864	CG12691	2
7096	CG12864	CG12826	2
7097	CG12865	CG15538	2
7098	CG12865	CG17669	2
7099	CG12865	CG6500	2
7100	CG12869	CG12263	2
7101	CG12869	CG14591	2
7102	CG12869	CG1639	2
7103	CG12869	CG32310	2
7104	CG12879	CG2006	2
7105	CG12879	CG31750	2
7106	CG12879	CG3639	2
7107	CG12879	CG8398	2
7108	CG1287	CG32192	2
7109	CG12880	CG1320	2
7110	CG12883	CG15111	2
7111	CG12902	CG14672	2
7112	CG12902	CG30411	2
7113	CG12904	CG17388	2
7114	CG12905	CG12118	2
7115	CG12905	CG32092	2
7116	CG12906	CG11091	2
7117	CG12906	CG14979	2
7118	CG12906	CG2706	2
7119	CG12906	CG31461	2
7120	CG12906	CG31709	2
7121	CG12912	CG14633	2
7122	CG12920	CG14945	2
7123	CG12920	CG15343	2
7124	CG12920	CG3593	2
7125	CG12924	CG31941	2
7126	CG12924	CG9815	2
7127	CG12927	CG13827	2
7128	CG12929	CG5060	2
7129	CG12944	CG14615	2
7130	CG12945	CG12149	2
7131	CG12947	CG32399	2
7132	CG12947	CG4132	2
7133	CG12948	CG10880	2
7134	CG12948	CG9220	2
7135	CG1295	CG12028	2
7136	CG1295	CG12290	2
7137	CG1295	CG16720	2
7138	CG12964	CG12307	2
7139	CG12964	CG12464	2
7140	CG12971	CG12177	2
7141	CG12971	CG32718	2
7142	CG12986	CG13984	2
7143	CG12991	CG30181	2
7144	CG12996	CG16922	2
7145	CG12996	CG33276	2
7146	CG13002	CG14462	2
7147	CG13002	CG16908	2
7148	CG13002	CG31989	2
7149	CG13003	CG17580	2
7150	CG13011	CG5021	2
7151	CG13012	CG15260	2
7152	CG13012	CG6019	2
7153	CG13014	CG31178	2
7154	CG13014	CG31238	2
7155	CG13014	CG3312	2
7156	CG13018	CG31390	2
7157	CG13018	CG5652	2
7158	CG13021	CG3665	2
7159	CG13027	CG13791	2
7160	CG13027	CG31846	2
7161	CG13027	CG33494	2
7162	CG13028	CG18363	2
7163	CG13028	CG5524	2
7164	CG13035	CG15464	2
7165	CG13036	CG31898	2
7166	CG13036	CG6623	2
7167	CG13037	CG13569	2
7168	CG13038	CG13814	2
7169	CG13039	CG12026	2
7170	CG1303	CG15731	2
7171	CG13053	CG14160	2
7172	CG13055	CG14980	2
7173	CG13064	CG30358	2
7174	CG13064	CG30413	2
7175	CG13064	CG31606	2
7176	CG13064	CG6836	2
7177	CG13071	CG14971	2
7178	CG13071	CG17375	2
7179	CG13071	CG32971	2
7180	CG13076	CG13027	2
7181	CG13076	CG31857	2
7182	CG13082	CG32163	2
7183	CG13089	CG32436	2
7184	CG13089	CG4670	2
7185	CG13094	CG14838	2
7186	CG13094	CG31067	2
7187	CG13094	CG33201	2
7188	CG13101	CG14460	2
7189	CG13101	CG5398	2
7190	CG13101	CG7428	2
7191	CG13102	CG33139	2
7192	CG13102	CG9849	2
7193	CG13109	CG17508	2
7194	CG13109	CG17788	2
7195	CG13111	CG11329	2
7196	CG13111	CG3565	2
7197	CG13116	CG17177	2
7198	CG1311	CG12347	2
7199	CG1311	CG15166	2
7200	CG1311	CG5115	2
7201	CG1311	CG7543	2
7202	CG1311	CG9256	2
7203	CG13120	CG12590	2
7204	CG13120	CG14615	2
7205	CG13120	CG6501	2
7206	CG13126	CG31051	2
7207	CG13126	CG4536	2
7208	CG13130	CG11857	2
7209	CG13130	CG1774	2
7210	CG13130	CG7896	2
7211	CG13135	CG12795	2
7212	CG13135	CG8852	2
7213	CG13154	CG30410	2
7214	CG13162	CG13530	2
7215	CG13162	CG30334	2
7216	CG13162	CG32194	2
7217	CG13169	CG12303	2
7218	CG13169	CG31172	2
7219	CG13169	CG32005	2
7220	CG13171	CG13931	2
7221	CG13171	CG15930	2
7222	CG13178	CG2114	2
7223	CG13195	CG30069	2
7224	CG13202	CG10171	2
7225	CG13202	CG10260	2
7226	CG13202	CG31058	2
7227	CG13202	CG7922	2
7228	CG13203	CG14687	2
7229	CG13203	CG15329	2
7230	CG13203	CG32416	2
7231	CG13207	CG15462	2
7232	CG1320	CG11838	2
7233	CG1320	CG31437	2
7234	CG1320	CG9746	2
7235	CG13215	CG15281	2
7236	CG13216	CG4101	2
7237	CG13216	CG4790	2
7238	CG13216	CG6657	2
7239	CG13221	CG6752	2
7240	CG13221	CG9068	2
7241	CG13230	CG14306	2
7242	CG13230	CG32691	2
7243	CG13230	CG32707	2
7244	CG13231	CG7707	2
7245	CG13232	CG11211	2
7246	CG13240	CG31498	2
7247	CG13243	CG11258	2
7248	CG13243	CG18241	2
7249	CG13243	CG5697	2
7250	CG13244	CG2789	2
7251	CG13250	CG13829	2
7252	CG13250	CG14050	2
7253	CG13250	CG14586	2
7254	CG13251	CG14920	2
7255	CG13251	CG31883	2
7256	CG13253	CG31488	2
7257	CG13255	CG18869	2
7258	CG13258	CG11752	2
7259	CG13284	CG14187	2
7260	CG13288	CG30386	2
7261	CG13288	CG6931	2
7262	CG13290	CG31804	2
7263	CG13297	CG7084	2
7264	CG13305	CG13530	2
7265	CG13305	CG14462	2
7266	CG13306	CG5285	2
7267	CG13313	CG30472	2
7268	CG13331	CG10747	2
7269	CG13331	CG15400	2
7270	CG1333	CG1387	2
7271	CG1333	CG4768	2
7272	CG1333	CG7140	2
7273	CG13345	CG30109	2
7274	CG13345	CG32170	2
7275	CG13345	CG32975	2
7276	CG13353	CG30266	2
7277	CG13353	CG8214	2
7278	CG13364	CG10861	2
7279	CG13364	CG2929	2
7280	CG13364	CG9261	2
7281	CG13365	CG32220	2
7282	CG13380	CG12269	2
7283	CG13380	CG32655	2
7284	CG13385	CG10658	2
7285	CG13392	CG12239	2
7286	CG13392	CG14131	2
7287	CG13396	CG13663	2
7288	CG13401	CG14672	2
7289	CG13401	CG5495	2
7290	CG13404	CG1463	2
7291	CG13404	CG16741	2
7292	CG13404	CG17285	2
7293	CG13404	CG6761	2
7294	CG13404	CG7498	2
7295	CG13416	CG11330	2
7296	CG13416	CG13970	2
7297	CG13418	CG15573	2
7298	CG13418	CG15880	2
7299	CG13418	CG6064	2
7300	CG13419	CG13162	2
7301	CG13419	CG30377	2
7302	CG13420	CG1359	2
7303	CG13426	CG30498	2
7304	CG13431	CG7620	2
7305	CG13437	CG1532	2
7306	CG13438	CG13102	2
7307	CG13438	CG2081	2
7308	CG13438	CG31183	2
7309	CG13438	CG32591	2
7310	CG13438	CG5948	2
7311	CG13441	CG11384	2
7312	CG13441	CG12077	2
7313	CG13441	CG31110	2
7314	CG13441	CG33230	2
7315	CG13444	CG15825	2
7316	CG13446	CG1358	2
7317	CG13455	CG31364	2
7318	CG13457	CG3458	2
7319	CG13457	CG6962	2
7320	CG13466	CG12420	2
7321	CG13466	CG12869	2
7322	CG13466	CG14327	2
7323	CG13466	CG3544	2
7324	CG13479	CG8757	2
7325	CG13480	CG30109	2
7326	CG13480	CG31041	2
7327	CG13480	CG7502	2
7328	CG13480	CG7668	2
7329	CG13481	CG33456	2
7330	CG13481	CG5549	2
7331	CG13489	CG18814	2
7332	CG13489	CG8455	2
7333	CG13491	CG2616	2
7334	CG13499	CG17063	2
7335	CG13499	CG3910	2
7336	CG13500	CG13661	2
7337	CG13500	CG14501	2
7338	CG13500	CG33468	2
7339	CG13506	CG13082	2
7340	CG13506	CG14835	2
7341	CG13506	CG32399	2
7342	CG13518	CG1575	2
7343	CG13518	CG31320	2
7344	CG13518	CG5381	2
7345	CG13518	CG8180	2
7346	CG13518	CG9222	2
7347	CG13519	CG15719	2
7348	CG13519	CG32805	2
7349	CG13519	CG3774	2
7350	CG13530	CG32233	2
7351	CG13532	CG1106	2
7352	CG13532	CG31303	2
7353	CG13532	CG8338	2
7354	CG13534	CG14321	2
7355	CG13548	CG13345	2
7356	CG13548	CG4891	2
7357	CG13548	CG7630	2
7358	CG13550	CG31804	2
7359	CG13552	CG1098	2
7360	CG13552	CG5385	2
7361	CG13556	CG31386	2
7362	CG13556	CG3587	2
7363	CG13556	CG7979	2
7364	CG13557	CG11170	2
7365	CG13557	CG12929	2
7366	CG13557	CG30079	2
7367	CG13557	CG8211	2
7368	CG13558	CG15260	2
7369	CG13558	CG2222	2
7370	CG13562	CG14455	2
7371	CG13563	CG30099	2
7372	CG13566	CG30364	2
7373	CG13566	CG6982	2
7374	CG13566	CG6984	2
7375	CG13566	CG8489	2
7376	CG13569	CG2263	2
7377	CG13575	CG15394	2
7378	CG13577	CG31677	2
7379	CG13586	CG12347	2
7380	CG13586	CG31204	2
7381	CG13586	CG31517	2
7382	CG13586	CG32118	2
7383	CG1358	CG30094	2
7384	CG1358	CG30470	2
7385	CG1358	CG32714	2
7386	CG1358	CG3273	2
7387	CG1358	CG6383	2
7388	CG13594	CG12662	2
7389	CG13596	CG11226	2
7390	CG13596	CG12028	2
7391	CG13601	CG13901	2
7392	CG13601	CG6069	2
7393	CG13606	CG12974	2
7394	CG13606	CG3500	2
7395	CG13607	CG12230	2
7396	CG13607	CG18549	2
7397	CG13607	CG6093	2
7398	CG13618	CG8852	2
7399	CG13633	CG13927	2
7400	CG13633	CG14363	2
7401	CG13633	CG1666	2
7402	CG13640	CG18389	2
7403	CG13640	CG6983	2
7404	CG13643	CG1801	2
7405	CG13646	CG4390	2
7406	CG13646	CG9587	2
7407	CG13648	CG18490	2
7408	CG13648	CG18600	2
7409	CG13648	CG31749	2
7410	CG13650	CG10920	2
7411	CG13650	CG32033	2
7412	CG13652	CG13594	2
7413	CG13653	CG32151	2
7414	CG13654	CG12765	2
7415	CG13654	CG17267	2
7416	CG1365	CG30485	2
7417	CG1365	CG32712	2
7418	CG13663	CG10858	2
7419	CG13663	CG31551	2
7420	CG13663	CG31695	2
7421	CG13663	CG9587	2
7422	CG13685	CG33293	2
7423	CG13685	CG5384	2
7424	CG13685	CG6602	2
7425	CG13690	CG15159	2
7426	CG13690	CG30061	2
7427	CG13691	CG15066	2
7428	CG13691	CG2135	2
7429	CG13691	CG32541	2
7430	CG13692	CG15044	2
7431	CG13692	CG17278	2
7432	CG13692	CG32693	2
7433	CG13693	CG12314	2
7434	CG13695	CG15598	2
7435	CG13695	CG2019	2
7436	CG13695	CG4783	2
7437	CG13715	CG1484	2
7438	CG13717	CG11376	2
7439	CG13717	CG12314	2
7440	CG13719	CG14901	2
7441	CG13719	CG33322	2
7442	CG1371	CG12014	2
7443	CG1371	CG5510	2
7444	CG13723	CG17681	2
7445	CG13723	CG9441	2
7446	CG13727	CG30038	2
7447	CG13727	CG7870	2
7448	CG13727	CG9299	2
7449	CG13732	CG32336	2
7450	CG13738	CG31733	2
7451	CG13738	CG4989	2
7452	CG13739	CG11226	2
7453	CG13739	CG1147	2
7454	CG13739	CG15213	2
7455	CG13739	CG32099	2
7456	CG13739	CG8858	2
7457	CG13739	CG9165	2
7458	CG13745	CG11838	2
7459	CG13745	CG2358	2
7460	CG13745	CG32232	2
7461	CG13745	CG4950	2
7462	CG13745	CG7825	2
7463	CG13758	CG14835	2
7464	CG13758	CG4448	2
7465	CG13758	CG9024	2
7466	CG13758	CG9162	2
7467	CG13762	CG31007	2
7468	CG13766	CG32754	2
7469	CG13766	CG3592	2
7470	CG13773	CG1424	2
7471	CG13775	CG31695	2
7472	CG13778	CG14047	2
7473	CG13778	CG33558	2
7474	CG13778	CG9263	2
7475	CG13791	CG9171	2
7476	CG13792	CG14701	2
7477	CG13800	CG15783	2
7478	CG13800	CG4626	2
7479	CG13802	CG14365	2
7480	CG13802	CG7327	2
7481	CG13809	CG14321	2
7482	CG13814	CG32582	2
7483	CG13814	CG4715	2
7484	CG13819	CG2904	2
7485	CG13819	CG8002	2
7486	CG1381	CG31119	2
7487	CG1381	CG32037	2
7488	CG1381	CG3349	2
7489	CG1381	CG9047	2
7490	CG13825	CG17278	2
7491	CG13825	CG4624	2
7492	CG13827	CG15278	2
7493	CG13827	CG6362	2
7494	CG13828	CG13640	2
7495	CG13836	CG10013	2
7496	CG13837	CG4527	2
7497	CG13837	CG6335	2
7498	CG13841	CG31859	2
7499	CG13842	CG13500	2
7500	CG13842	CG31790	2
7501	CG13842	CG5184	2
7502	CG13842	CG6876	2
7503	CG13845	CG33510	2
7504	CG13845	CG3523	2
7505	CG13845	CG8712	2
7506	CG13848	CG13035	2
7507	CG13848	CG15699	2
7508	CG13850	CG10934	2
7509	CG13855	CG12869	2
7510	CG13855	CG13795	2
7511	CG13855	CG14023	2
7512	CG13856	CG30296	2
7513	CG13856	CG4467	2
7514	CG13856	CG4859	2
7515	CG13856	CG8828	2
7516	CG13875	CG14871	2
7517	CG13875	CG33139	2
7518	CG13875	CG4531	2
7519	CG13876	CG14910	2
7520	CG13876	CG15060	2
7521	CG13876	CG31949	2
7522	CG13876	CG5722	2
7523	CG13876	CG6149	2
7524	CG1387	CG10874	2
7525	CG1387	CG13418	2
7526	CG1387	CG13847	2
7527	CG1387	CG15028	2
7528	CG13882	CG10998	2
7529	CG13882	CG18109	2
7530	CG13882	CG32398	2
7531	CG13882	CG3240	2
