ID	Protein
7640	NP_006199.1
7641	NP_000234.1
7642	NP_640334.1
7643	NP_004589.1
7644	NP_055035.1
7645	NP_848663.1
7646	NP_002535.3
7647	NP_068778.1
7648	NP_062831.3
7649	AAH16470.1
7650	NP_001007024.1
7651	NP_003723.1
7652	NP_005088.1
7653	NP_783195.2
7654	NP_055303.2
7655	NP_054754.1
7656	NP_003359.3
7657	NP_116225.1
7658	NP_612449.2
7659	NP_009046.2
7660	NP_000244.1
7661	NP_005792.1
7662	NP_001968.3
7663	NP_000720.1
7664	NP_005724.1
7665	NP_821092.1
7666	NP_066273.1
7667	NP_060286.1
7668	NP_004466.2
7669	NP_001073883.2
7670	NP_055791.1
7671	NP_004757.1
7672	NP_751892.1
7673	NP_001537.1
7674	NP_060612.2
7675	NP_001724.3
7676	NP_115818.2
7677	NP_006590.1
7678	NP_054728.2
7679	NP_060596.1
7680	NP_001003931.1
7681	NP_065396.1
7682	NP_060731.2
7683	NP_060563.1
7684	NP_055904.1
7685	NP_004779.2
7686	NP_689934.2
7687	NP_005779.1
7688	NP_057604.1
7689	NP_004121.2
7690	NP_002597.1
7691	NP_001002029.1
7692	NP_005368.1
7693	NP_008885.1
7694	NP_004047.3
7695	NP_476527.1
7696	NP_002097.1
7697	CAA29800.1
7698	NP_073753.3
7699	NP_003558.1
7700	NP_006295.1
7701	NP_060856.1
7702	NP_055270.1
7703	NP_065724.1
7704	NP_036326.1
7705	NP_006750.3
7706	NP_008974.5
7707	NP_060391.1
7708	NP_005650.2
7709	NP_861521.1
7710	AAF12793.3
7711	NP_003773.1
7712	NP_005872.1
7713	NP_073606.3
7714	NP_940684.1
7715	NP_066568.2
7716	NP_060705.1
7717	NP_005019.2
7718	NP_001026876.1
7719	NP_001073867.1
7720	NP_065896.1
7721	NP_002345.1
7722	NP_001298.2
7723	NP_490595.1
7724	AAH66644.1
7725	NP_742152.1
7726	NP_612642.1
7727	NP_006661.1
7728	NP_060427.1
7729	NP_055856.1
7730	NP_116019.1
7731	NP_001040.1
7732	NP_079058.1
7733	NP_037488.2
7734	NP_443137.2
7735	BAB69456.1
7736	NP_057143.1
7737	NP_005069.1
7738	NP_005590.1
7739	NP_852114.1
7740	NP_002518.1
7741	NP_057256.2
7742	NP_443073.1
7743	NP_000903.2
7744	NP_001002814.1
7745	NP_060733.3
7746	NP_003611.1
7747	NP_115920.1
7748	NP_055440.1
7749	BAA25794.1
7750	NP_057215.2
7751	NP_689871.1
7752	NP_004117.1
7753	NP_898868.1
7754	NP_004332.2
7755	NP_000356.1
7756	NP_002161.2
7757	NP_002482.1
7758	AAA19687.1
7759	NP_000886.1
7760	NP_783640.1
7761	NP_055394.1
7762	NP_057665.2
7763	NP_003303.2
7764	NP_065166.2
7765	NP_055655.1
7766	NP_003134.1
7767	NP_002609.1
7768	NP_963293.1
7769	NP_001671.2
7770	NP_061980.1
7771	NP_005370.1
7772	NP_005268.1
7773	NP_055681.1
7774	NP_055223.1
7775	NP_057293.1
7776	NP_000532.2
7777	NP_060386.1
7778	NP_005917.2
7779	NP_569082.1
7780	NP_444251.1
7781	NP_002045.1
7782	NP_006530.1
7783	NP_001785.2
7784	NP_036452.1
7785	NP_112536.1
7786	NP_001755.1
7787	NP_005427.2
7788	NP_005062.1
7789	NP_001300.1
7790	NP_001299.1
7791	NP_619729.1
7792	NP_848544.1
7793	NP_002738.2
7794	NP_057196.2
7795	NP_005023.2
7796	NP_005479.1
7797	NP_061113.1
7798	NP_002684.1
7799	NP_113662.1
7800	NP_005529.1
7801	NP_055378.1
7802	NP_001280.3
7803	NP_683515.3
7804	NP_631905.1
7805	NP_056322.2
7806	NP_079285.2
7807	NP_001035049.1
7808	NP_060573.2
7809	AAK55424.1
7810	NP_056263.1
7811	NP_003454.1
7812	NP_001078940.1
7813	NP_054735.2
7814	NP_951032.1
7815	NP_778231.2
7816	NP_003907.3
7817	NP_008986.2
7818	NP_060589.1
7819	NP_002246.5
7820	NP_853515.1
7821	NP_060093.3
7822	NP_116222.2
7823	NP_056197.2
7824	NP_002409.1
7825	NP_938073.1
7826	NP_005159.1
7827	NP_110381.1
7828	NP_003298.1
7829	NP_002106.1
7830	NP_000370.2
7831	NP_001723.1
7832	BAA11621.1
7833	AAC27728.1
7834	NP_065837.1
7835	NP_004861.2
7836	NP_003477.4
7837	NP_002088.1
7838	NP_057484.3
7839	NP_002634.1
7840	NP_060203.2
7841	NP_112496.1
7842	NP_009076.1
7843	NP_065912.1
7844	NP_031373.2
7845	NP_066294.1
7846	NP_067048.4
7847	NP_079458.2
7848	NP_689800.3
7849	AAH63840.1
7850	NP_055493.2
7851	NP_115597.3
7852	NP_444504.1
7853	NP_078899.1
7854	NP_006535.1
7855	NP_079388.3
7856	NP_008886.1
7857	NP_942015.1
7858	NP_071407.2
7859	NP_733775.1
7860	NP_036533.1
7861	NP_115622.2
7862	NP_060515.2
7863	NP_001186.1
7864	NP_003562.1
7865	NP_000392.1
7866	NP_872282.1
7867	NP_001795.2
7868	NP_002547.1
7869	NP_057521.1
7870	NP_056417.2
7871	NP_003936.1
7872	NP_056537.1
7873	NP_001003789.1
7874	NP_000504.1
7875	NP_004799.1
7876	NP_079037.3
7877	NP_001092287.1
7878	NP_477517.1
7879	NP_003138.3
7880	NP_995580.1
7881	NP_000382.3
7882	NP_055582.1
7883	NP_004482.3
7884	NP_071452.2
7885	NP_997513.1
7886	NP_057506.2
7887	NP_443204.1
7888	NP_006460.2
7889	NP_001089.1
7890	NP_038471.2
7891	NP_056195.2
7892	NP_001606.1
7893	NP_620587.2
7894	NP_005720.1
7895	NP_689678.1
7896	NP_065822.2
7897	NP_005140.1
7898	NP_004645.2
7899	NP_001026857.1
7900	NP_001006618.1
7901	NP_005978.2
7902	NP_059129.3
7903	NP_001516.1
7904	NP_057125.2
7905	NP_005920.2
7906	NP_116214.2
7907	NP_001613.1
7908	NP_005144.2
7909	NP_443177.1
7910	NP_116175.1
7911	NP_689575.1
7912	NP_003340.1
7913	NP_036292.2
7914	NP_115935.3
7915	NP_077307.2
7916	NP_001071087.1
7917	BAA21667.1
7918	NP_001439.2
7919	AAH11957.1
7920	NP_037475.1
7921	AAH02509.1
7922	NP_055392.1
7923	NP_054868.2
7924	NP_060337.1
7925	NP_064628.1
7926	NP_055917.1
7927	NP_001041631.1
7928	NP_057131.1
7929	NP_006746.1
7930	NP_057150.2
7931	NP_009169.3
7932	NP_005690.1
7933	NP_001240.1
7934	NP_006224.1
7935	NP_037416.1
7936	NP_004613.1
7937	NP_036411.1
7938	NP_597998.1
7939	NP_059447.2
7940	NP_071918.1
7941	NP_005181.2
7942	NP_877433.2
7943	NP_705690.2
7944	NP_006228.3
7945	NP_003553.2
7946	NP_061849.2
7947	NP_001074.2
7948	NP_001034637.1
7949	NP_689876.2
7950	NP_954673.1
7951	NP_006464.1
7952	NP_002259.1
7953	NP_005874.1
7954	NP_001259.1
7955	NP_001030009.1
7956	NP_001073946.1
7957	NP_612409.1
7958	NP_001379.1
7959	NP_997646.1
7960	CAA42438.1
7961	NP_004606.2
7962	NP_115664.2
7963	NP_116023.2
7964	NP_115639.1
7965	NP_037536.2
7966	NP_078966.2
7967	NP_079524.2
7968	NP_004883.2
7969	NP_001020.2
7970	NP_477511.1
7971	NP_004676.3
7972	NP_149073.1
7973	NP_065112.1
7974	NP_057323.3
7975	NP_057643.1
7976	NP_671512.1
7977	NP_006204.1
7978	NP_006612.2
7979	NP_620161.1
7980	NP_003466.1
7981	NP_689932.1
7982	NP_000934.1
7983	NP_775869.2
7984	NP_000588.2
7985	NP_008847.1
7986	NP_775816.1
7987	NP_666017.1
7988	NP_689628.1
7989	NP_000947.2
7990	NP_055428.1
7991	NP_055903.2
7992	NP_060571.1
7993	NP_004325.1
7994	NP_004815.2
7995	NP_036323.2
7996	NP_060052.3
7997	NP_055279.2
7998	NP_037425.1
7999	NP_067680.3
8000	NP_116119.2
8001	NP_945353.1
8002	NP_058628.2
8003	NP_060082.2
8004	NP_005282.1
8005	NP_001787.2
8006	NP_060388.1
8007	NP_663786.1
8008	NP_036307.2
8009	NP_077308.1
8010	NP_000149.2
8011	NP_055918.1
8012	NP_787048.1
8013	NP_000341.2
8014	NP_001032891.1
8015	NP_000534.3
8016	NP_000712.2
8017	NP_003074.1
8018	NP_068708.1
8019	NP_543151.1
8020	NP_002943.2
8021	NP_003995.2
8022	NP_001078846.1
8023	AAK21314.1
8024	NP_006392.1
8025	NP_004771.2
8026	NP_751918.1
8027	NP_689958.1
8028	NP_803182.1
8029	NP_689695.1
8030	NP_940929.1
8031	NP_000019.2
8032	NP_001669.3
8033	NP_150093.1
8034	NP_001017969.2
8035	NP_000026.2
8036	NP_060678.1
8037	NP_057441.1
8038	NP_060800.2
8039	NP_660295.2
8040	NP_689926.1
8041	AAS86434.1
8042	NP_056411.1
8043	BAC03849.1
8044	NP_056325.2
8045	NP_003266.1
8046	NP_064601.3
8047	NP_065697.1
8048	NP_037468.1
8049	NP_612393.2
8050	NP_079169.1
8051	NP_996554.1
8052	NP_066363.1
8053	NP_057195.1
8054	NP_000320.1
8055	NP_000814.2
8056	NP_777613.1
8057	AAH73769.1
8058	NP_056972.1
8059	NP_001007241.2
8060	NP_001144.1
8061	NP_006285.1
8062	NP_071347.2
8063	NP_006705.1
8064	NP_055433.2
8065	NP_055627.2
8066	NP_004409.1
8067	NP_079224.1
8068	NP_065109.1
8069	NP_003839.1
8070	NP_004755.2
8071	BAB82982.1
8072	NP_055178.2
8073	NP_055689.1
8074	NP_001378.1
8075	NP_001004356.1
8076	NP_006491.2
8077	NP_005403.2
8078	NP_062873.1
8079	NP_002500.1
8080	NP_660288.1
8081	NP_079074.2
8082	NP_775806.2
8083	NP_073582.2
8084	NP_006629.2
8085	NP_000457.1
8086	NP_036434.1
8087	NP_835221.2
8088	NP_038477.2
8089	NP_057037.1
8090	NP_000578.2
8091	NP_055217.2
8092	NP_060866.2
8093	NP_063944.2
8094	NP_056464.1
8095	NP_680481.1
8096	NP_004470.1
8097	NP_036283.2
8098	NP_000207.2
8099	NP_003375.1
8100	NP_061164.2
8101	NP_003827.3
8102	NP_008946.1
8103	NP_055762.3
8104	NP_000826.2
8105	NP_036347.1
8106	NP_786923.1
8107	NP_149038.2
8108	NP_008983.2
8109	NP_005733.1
8110	NP_002765.1
8111	NP_003417.2
8112	NP_004218.1
8113	NP_002081.2
8114	NP_689509.1
8115	NP_005072.2
8116	NP_001631.3
8117	NP_054799.4
8118	NP_000815.1
8119	NP_056209.2
8120	NP_001049.1
8121	NP_060363.2
8122	NP_060576.1
8123	NP_065118.2
8124	NP_006290.1
8125	NP_085915.2
8126	NP_659471.1
8127	NP_116244.1
8128	NP_000071.1
8129	NP_776053.1
8130	NP_663612.1
8131	NP_057415.1
8132	NP_005331.1
8133	NP_056450.2
8134	NP_055215.2
8135	NP_001878.1
8136	NP_002381.2
8137	NP_002168.1
8138	NP_004526.1
8139	NP_597677.2
8140	NP_005546.2
8141	NP_078880.1
8142	NP_006725.3
8143	NP_061182.3
8144	NP_060342.2
8145	NP_113647.1
8146	NP_570133.1
8147	NP_620124.1
8148	NP_008940.1
8149	NP_000597.1
8150	NP_001680.1
8151	NP_002236.1
8152	NP_055369.1
8153	NP_055168.2
8154	NP_112240.1
8155	NP_066921.2
8156	NP_003872.1
8157	NP_065392.1
8158	NP_115992.1
8159	NP_006438.1
8160	NP_006168.1
8161	NP_116296.1
8162	NP_036335.1
8163	NP_006703.1
8164	NP_071505.1
8165	Q9UGN5
8166	NP_038478.2
8167	NP_115941.2
8168	NP_116062.2
8169	NP_002324.1
8170	NP_000939.1
8171	NP_776058.1
8172	NP_008976.1
8173	NP_071908.2
8174	NP_009059.1
8175	NP_056141.2
8176	NP_006218.1
8177	AAM46624.1
8178	NP_861449.1
8179	NP_057185.1
8180	NP_919223.1
8181	NP_115875.1
8182	NP_963890.2
8183	NP_000227.1
8184	NP_055334.2
8185	NP_005060.1
8186	NP_061829.3
8187	NP_941959.1
8188	NP_075384.3
8189	NP_597712.2
8190	NP_036296.2
8191	NP_065695.1
8192	NP_002628.1
8193	NP_005163.1
8194	NP_008929.2
8195	NP_598001.1
8196	AAC24200.1
8197	NP_006658.1
8198	NP_742000.1
8199	NP_006349.1
8200	NP_776059.1
8201	NP_004731.2
8202	NP_849151.1
8203	NP_036384.1
8204	NP_055502.1
8205	NP_004586.2
8206	NP_002337.1
8207	NP_061837.3
8208	NP_055438.1
8209	NP_066968.2
8210	NP_689644.1
8211	BAC05213.1
8212	NP_055311.1
8213	NP_037374.1
8214	NP_057316.3
8215	NP_006505.2
8216	NP_001014308.2
8217	NP_060205.3
8218	NP_006732.2
8219	NP_008846.1
8220	NP_000822.2
8221	NP_115558.3
8222	NP_055422.1
8223	NP_036407.1
8224	NP_659501.1
8225	NP_037421.2
8226	NP_116564.1
8227	NP_006774.2
8228	NP_064631.2
8229	NP_005092.1
8230	NP_059110.2
8231	NP_065178.1
8232	NP_443168.2
8233	NP_055745.1
8234	AAH67364.1
8235	NP_060284.1
8236	NP_006571.1
8237	NP_001538.3
8238	NP_005642.1
8239	NP_004183.2
8240	NP_870988.2
8241	NP_958802.1
8242	NP_060642.1
8243	NP_653209.1
8244	NP_071909.1
8245	NP_003492.1
8246	NP_078913.3
8247	NP_060255.2
8248	NP_001416.1
8249	NP_003115.1
8250	NP_065192.1
8251	NP_005952.2
8252	AAQ04776.1
8253	NP_116045.2
8254	NP_001651.1
8255	NP_001035203.1
8256	NP_057571.1
8257	NP_001798.2
8258	NP_689822.1
8259	NP_056006.1
8260	NP_009141.2
8261	NP_003084.1
8262	NP_061846.2
8263	NP_079068.1
8264	NP_439895.2
8265	NP_002551.2
8266	AAH45623.1
8267	NP_002767.2
8268	NP_001492.1
8269	NP_996877.1
8270	NP_055947.1
8271	NP_057543.2
8272	NP_055643.1
8273	NP_116031.1
8274	NP_003232.1
8275	NP_060424.8
8276	NP_056071.2
8277	NP_443175.1
8278	NP_003645.1
8279	NP_001087.2
8280	NP_005409.3
8281	NP_006690.1
8282	NP_001002755.1
8283	NP_059140.1
8284	NP_004479.1
8285	NP_114432.1
8286	NP_000355.2
8287	NP_116141.1
8288	NP_000596.2
8289	NP_060200.2
8290	NP_443093.2
8291	NP_009197.1
8292	NP_778225.1
8293	NP_060132.3
8294	NP_620829.1
8295	NP_116321.2
8296	NP_005110.1
8297	NP_009181.2
8298	NP_000473.2
8299	NP_004836.2
8300	NP_006058.1
8301	NP_001004419.1
8302	NP_001002862.1
8303	NP_055793.1
8304	BAD18805.1
8305	NP_056002.1
8306	NP_001004319.1
8307	NP_055451.1
8308	NP_031377.2
8309	NP_000183.2
8310	NP_004460.1
8311	NP_057388.1
8312	NP_065811.1
8313	NP_115985.2
8314	NP_075601.1
8315	NP_056465.2
8316	NP_065894.1
8317	NP_008853.3
8318	NP_000581.1
8319	NP_003350.1
8320	NP_001009923.1
8321	NP_653304.1
8322	NP_065854.3
8323	AAM77571.1
8324	NP_113638.1
8325	NP_665877.1
8326	NP_000169.1
8327	NP_689966.2
8328	NP_002395.1
8329	NP_938015.1
8330	NP_001032519.1
8331	NP_001386.1
8332	NP_000007.1
8333	NP_036274.2
8334	NP_116082.1
8335	NP_000800.2
8336	NP_003570.1
8337	NP_004997.4
8338	NP_443108.1
8339	NP_056096.1
8340	NP_065933.2
8341	NP_001701.2
8342	NP_000696.1
8343	NP_116322.3
8344	NP_003708.1
8345	NP_116208.3
8346	NP_036328.1
8347	NP_079349.1
8348	NP_115726.1
8349	NP_037511.2
8350	NP_036371.1
8351	NP_057170.1
8352	NP_775293.1
8353	NP_689492.2
8354	NP_067052.2
8355	NP_114124.1
8356	NP_006326.1
8357	NP_036538.3
8358	NP_055254.2
8359	NP_003846.1
8360	NP_112497.1
8361	NP_036552.1
8362	NP_055194.1
8363	NP_004330.1
8364	NP_057540.1
8365	NP_110395.1
8366	NP_055981.1
8367	NP_001817.1
8368	NP_473371.1
8369	NP_000393.4
8370	NP_598004.1
8371	NP_631904.1
8372	NP_000449.1
8373	NP_060422.4
8374	NP_076427.2
8375	NP_055452.2
8376	NP_006088.2
8377	NP_037528.3
8378	NP_031398.2
8379	NP_114174.1
8380	NP_067546.1
8381	NP_075388.2
8382	NP_002713.1
8383	NP_006259.1
8384	NP_057097.2
8385	NP_057287.2
8386	NP_060870.1
8387	NP_065911.2
8388	NP_003147.2
8389	NP_009033.1
8390	NP_055336.1
8391	NP_055157.1
8392	NP_006250.1
8393	NP_005108.1
8394	NP_055938.1
8395	NP_689618.2
8396	NP_006819.2
8397	NP_064714.2
8398	NP_149074.3
8399	NP_036213.1
8400	NP_588610.2
8401	NP_001092049.1
8402	NP_036215.1
8403	NP_705618.1
8404	NP_524576.2
8405	NP_996990.1
8406	BAC04587.1
8407	NP_055447.1
8408	NP_008884.1
8409	NP_005241.1
8410	NP_001105.1
8411	P10243
8412	AAD34145.1
8413	NP_076952.1
8414	NP_078933.3
8415	NP_689735.1
8416	NP_612455.1
8417	NP_658983.2
8418	NP_005844.4
8419	NP_008919.3
8420	NP_056182.2
8421	NP_009034.2
8422	NP_005379.3
8423	NP_004726.1
8424	NP_065994.1
8425	NP_777377.1
8426	NP_612435.1
8427	NP_116142.1
8428	NP_004215.1
8429	NP_001003787.1
8430	NP_009171.1
8431	NP_006849.1
8432	NP_001130.1
8433	NP_006764.3
8434	NP_056086.1
8435	NP_115886.1
8436	NP_076972.2
8437	NP_001010908.1
8438	NP_056060.2
8439	NP_067645.3
8440	NP_060747.1
8441	NP_003837.1
8442	NP_689824.1
8443	NP_004155.2
8444	NP_002442.2
8445	NP_004076.1
8446	AAQ88852.1
8447	NP_001092926.1
8448	NP_037378.1
8449	NP_001830.1
8450	NP_733778.1
8451	BAD36741.1
8452	NP_059143.2
8453	NP_660308.1
8454	NP_110392.1
8455	NP_821077.1
8456	NP_783863.4
8457	NP_003603.1
8458	NP_005752.1
8459	NP_006503.1
8460	NP_112587.2
8461	NP_061156.1
8462	NP_006780.1
8463	NP_937839.1
8464	NP_002419.1
8465	NP_853510.1
8466	NP_835455.1
8467	NP_001092691.1
8468	NP_001014437.1
8469	NP_060770.2
8470	NP_000117.1
8471	NP_001014763.1
8472	NP_536349.1
8473	NP_524144.1
8474	NP_055534.1
8475	NP_065071.1
8476	NP_001844.3
8477	NP_036415.1
8478	NP_006002.1
8479	NP_056150.1
8480	NP_006593.2
8481	NP_061008.2
8482	NP_001037770.1
8483	NP_003845.2
8484	NP_055891.1
8485	BAB11690.1
8486	NP_001092257.1
8487	NP_057069.1
8488	NP_002285.1
8489	NP_004448.2
8490	AAH47945.1
8491	NP_620594.1
8492	NP_078922.1
8493	NP_006029.1
8494	NP_937791.1
8495	NP_055300.1
8496	NP_644815.1
8497	NP_110414.1
8498	NP_002534.1
8499	NP_116038.4
8500	AAA18895.1
8501	NP_001043.1
8502	NP_064455.1
8503	NP_443194.1
8504	NP_071380.1
8505	NP_001120.3
8506	NP_005600.1
8507	NP_003101.3
8508	NP_004781.2
8509	NP_006542.1
8510	NP_002402.1
8511	NP_006835.2
8512	NP_064553.1
8513	NP_001001936.1
8514	NP_001852.1
8515	NP_000102.1
8516	NP_115918.1
8517	NP_071322.1
8518	NP_055623.1
8519	NP_001025186.1
8520	NP_001004.2
8521	NP_000790.2
8522	NP_071429.1
8523	NP_987093.1
8524	NP_006736.1
8525	NP_003317.1
8526	NP_002404.1
8527	NP_001984.1
8528	NP_109592.1
8529	NP_003470.1
8530	NP_005871.1
8531	NP_002940.2
8532	NP_060492.1
8533	NP_060331.1
8534	NP_660150.1
8535	NP_061131.1
8536	NP_071939.1
8537	NP_001349.2
8538	NP_005622.1
8539	NP_061330.2
8540	NP_653236.2
8541	NP_004033.2
8542	NP_848590.3
8543	NP_057942.1
8544	NP_002852.1
8545	NP_079049.1
8546	NP_116295.1
8547	NP_036438.2
8548	NP_000332.1
8549	NP_071757.2
8550	NP_009199.1
8551	NP_060210.1
8552	NP_004237.1
8553	NP_001994.2
8554	NP_003166.1
8555	NP_005274.1
8556	NP_116016.1
8557	AAM80487.1
8558	NP_008832.1
8559	NP_588614.1
8560	NP_055777.1
8561	NP_872363.1
8562	NP_115604.1
8563	NP_060370.1
8564	NP_057532.1
8565	NP_689520.2
8566	NP_057023.2
8567	NP_604390.1
8568	NP_003527.1
8569	NP_073625.1
8570	NP_001487.2
8571	NP_476501.1
8572	NP_055558.1
8573	NP_004819.1
8574	NP_003971.1
8575	NP_056268.1
8576	NP_056224.2
8577	NP_005306.1
8578	NP_004484.1
8579	NP_002764.1
8580	NP_000039.2
8581	NP_006148.1
8582	NP_694967.2
8583	NP_689843.1
8584	NP_060225.4
8585	NP_003095.1
8586	NP_000895.1
8587	NP_061903.2
8588	NP_003821.1
8589	NP_004982.1
8590	NP_002268.2
8591	NP_006436.3
8592	NP_060972.3
8593	NP_612145.2
8594	NP_751908.1
8595	NP_937858.2
8596	NP_113663.2
8597	BAA89209.1
8598	NP_006649.1
8599	NP_055242.1
8600	NP_056177.3
8601	NP_079384.2
8602	NP_060295.1
8603	NP_733783.1
8604	NP_002549.1
8605	NP_000094.2
8606	NP_000990.1
8607	NP_958854.1
8608	NP_004995.1
8609	NP_006356.1
8610	NP_039268.1
8611	NP_005603.2
8612	NP_002965.1
8613	NP_066010.1
8614	NP_006038.2
8615	NP_055612.1
8616	NP_000816.3
8617	NP_612157.1
8618	NP_056247.1
8619	NP_659495.1
8620	NP_004788.1
8621	NP_001248.1
8622	NP_003944.1
8623	NP_001753.1
8624	NP_006352.2
8625	NP_113608.1
8626	NP_006426.1
8627	NP_001011.1
8628	NP_065116.2
8629	NP_057383.2
8630	NP_064582.1
8631	NP_054736.1
8632	NP_001622.1
8633	NP_001003693.1
8634	NP_002660.1
8635	NP_003162.2
8636	NP_115697.2
8637	NP_057507.1
8638	NP_055203.4
8639	NP_667341.1
8640	NP_061337.1
8641	NP_079090.1
8642	NP_009084.1
8643	NP_001036054.1
8644	NP_057268.1
8645	NP_060557.2
8646	NP_060216.1
8647	NP_006832.1
8648	NP_002575.1
8649	NP_004897.2
8650	NP_001001437.2
8651	NP_057230.1
8652	NP_065865.1
8653	NP_054727.1
8654	NP_076951.2
8655	NP_006859.2
8656	NP_110400.1
8657	NP_078827.2
8658	NP_775491.1
8659	NP_004761.2
8660	NP_060887.1
8661	NP_004098.1
8662	NP_115285.1
8663	NP_612486.2
8664	AAF99601.1
8665	NP_620711.3
8666	NP_003292.1
8667	NP_038469.1
8668	NP_055325.2
8669	NP_055625.3
8670	NP_071369.4
8671	NP_000980.1
8672	NP_001013768.1
8673	NP_036446.3
8674	NP_005954.3
8675	NP_001018864.1
8676	NP_079437.3
8677	NP_001891.2
8678	NP_005813.2
8679	NP_004539.1
8680	NP_113646.1
8681	AAO14651.1
8682	NP_004206.1
8683	NP_001011717.1
8684	NP_006047.2
8685	NP_005620.1
8686	NP_008824.2
8687	NP_057354.1
8688	NP_597719.1
8689	NP_660205.2
8690	NP_057712.2
8691	NP_006647.3
8692	NP_542399.1
8693	NP_071751.2
8694	NP_149990.1
8695	NP_115954.1
8696	NP_006570.1
8697	NP_004181.1
8698	NP_004398.1
8699	NP_002209.2
8700	NP_055415.1
8701	NP_004763.1
8702	NP_783165.1
8703	NP_006397.1
8704	NP_387504.2
8705	NP_787050.4
8706	AAH37773.1
8707	NP_001070654.1
8708	NP_003900.1
8709	NP_076425.1
8710	NP_057280.1
8711	NP_000854.1
8712	NP_001236.3
8713	NP_004659.1
8714	NP_006540.3
8715	NP_078808.3
8716	NP_036575.1
8717	NP_689889.1
8718	NP_758454.1
8719	NP_000246.1
8720	AAP90927.1
8721	NP_000552.2
8722	NP_149121.2
8723	NP_115637.3
8724	NP_116093.1
8725	NP_003029.2
8726	NP_004678.2
8727	NP_068762.1
8728	NP_036467.2
8729	NP_060461.3
8730	NP_004089.1
8731	NP_001073913.1
8732	NP_000522.3
8733	NP_036603.1
8734	NP_660207.2
8735	NP_002802.2
8736	NP_060058.1
8737	NP_001896.2
8738	NP_112484.1
8739	NP_057123.1
8740	NP_006347.1
8741	AAO61140.1
8742	NP_001210.1
8743	NP_733936.1
8744	NP_000654.2
8745	NP_849191.2
8746	NP_060480.1
8747	NP_619639.3
8748	NP_067647.2
8749	NP_060900.2
8750	NP_002197.1
8751	NP_057522.1
8752	NP_006518.1
8753	NP_056229.2
8754	NP_710181.1
8755	NP_000191.1
8756	NP_060218.1
8757	NP_060615.1
8758	NP_059989.1
8759	NP_054778.2
8760	NP_444511.1
8761	NP_054872.2
8762	NP_057668.1
8763	NP_665697.1
8764	NP_620157.1
8765	NP_005300.1
8766	NP_004380.2
8767	NP_000374.1
8768	NP_000871.1
8769	NP_113627.1
8770	NP_060526.1
8771	NP_694551.1
8772	NP_065712.1
8773	NP_277040.1
8774	NP_115518.2
8775	NP_055753.3
8776	NP_659492.1
8777	NP_057593.2
8778	NP_055267.1
8779	NP_001020787.2
8780	NP_919296.1
8781	NP_055284.2
8782	NP_005820.1
8783	NP_005081.1
8784	NP_689846.1
8785	NP_057109.3
8786	NP_060874.1
8787	NP_076924.1
8788	NP_976038.1
8789	NP_848637.2
8790	NP_000185.1
8791	AAH09369.1
8792	NP_006099.2
8793	NP_055153.1
8794	NP_631918.1
8795	NP_060782.2
8796	NP_919277.2
8797	NP_003071.2
8798	NP_612640.1
8799	NP_071342.1
8800	NP_006555.1
8801	NP_001715.1
8802	NP_071378.1
8803	NP_036515.3
8804	NP_055108.2
8805	NP_002514.1
8806	NP_004404.1
8807	NP_690856.1
8808	NP_065090.1
8809	NP_114165.1
8810	NP_055445.2
8811	NP_149020.2
8812	NP_065840.1
8813	NP_056397.1
8814	NP_005190.4
8815	NP_005040.2
8816	NP_938205.1
8817	NP_068839.1
8818	NP_002208.3
8819	NP_055401.1
8820	NP_665872.2
8821	NP_775922.1
8822	NP_006655.1
8823	NP_065779.1
8824	NP_008931.1
8825	NP_006751.1
8826	NP_002456.2
8827	NP_001507.2
8828	NP_003840.2
8829	NP_777571.1
8830	NP_067034.2
8831	NP_071425.2
8832	NP_004651.2
8833	NP_659464.2
8834	NP_060751.1
8835	NP_006132.1
8836	NP_150092.2
8837	NP_006094.3
8838	NP_002900.2
8839	NP_079504.1
8840	NP_002629.1
8841	NP_005689.2
8842	NP_060217.1
8843	NP_149110.1
8844	NP_002475.2
8845	NP_055991.1
8846	NP_005137.1
8847	NP_004677.2
8848	NP_036312.2
8849	NP_001003828.1
8850	NP_037514.2
8851	NP_009102.3
8852	NP_254280.1
8853	NP_071317.2
8854	NP_001435.1
8855	NP_065851.1
8856	NP_055423.1
8857	NP_570629.2
8858	NP_005063.1
8859	NP_776159.1
8860	NP_001005340.1
8861	NP_003125.2
8862	NP_056023.3
8863	NP_001417.3
8864	NP_000276.1
8865	NP_055909.2
8866	NP_877595.1
8867	NP_006801.1
8868	NP_694571.1
8869	NP_000435.3
8870	NP_036524.1
8871	NP_056167.1
8872	NP_061908.1
8873	NP_644809.1
8874	NP_835461.1
8875	NP_003363.1
8876	NP_001018494.1
8877	NP_006440.2
8878	NP_002770.3
8879	NP_653244.1
8880	NP_065970.2
8881	NP_758844.1
8882	NP_085142.1
8883	NP_060296.1
8884	NP_695003.1
8885	NP_060710.2
8886	NP_003421.2
8887	NP_938080.1
8888	NP_056368.1
8889	NP_613258.2
8890	BAB16421.1
8891	NP_001258.1
8892	NP_872380.1
8893	NP_000363.1
8894	NP_036561.1
8895	NP_060959.2
8896	AAH20568.1
8897	NP_061153.1
8898	NP_003784.2
8899	NP_001003818.1
8900	NP_004452.1
8901	NP_004319.1
8902	NP_000521.1
8903	NP_068818.4
8904	NP_056993.2
8905	NP_055871.1
8906	NP_003054.1
